origin,destination,distance,transport_mode,base_lead_time,chaos_severity,event_type,actual_travel_time
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,8,Congestion,14.96
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Congestion,34.19
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Severe Weather,41.4
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Port Strike,3.65
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Port Strike,9.97
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Piracy Threat,11.42
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,4,Piracy Threat,4.35
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Piracy Threat,3.28
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,9,Port Strike,40.99
WH_CHICAGO,WH_NY,1140,Road,2,2,Piracy Threat,2.33
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Piracy Threat,13.63
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Port Strike,11.58
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,6,Piracy Threat,13.33
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Port Strike,13.2
WH_CHICAGO,WH_NY,1140,Road,2,5,Severe Weather,3.53
WH_CHICAGO,WH_NY,1140,Road,2,7,Congestion,3.6
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Piracy Threat,5.04
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,13.17
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,7,Piracy Threat,3.69
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Port Strike,10.57
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Equipment Failure,16.31
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,6.71
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,1,Severe Weather,14.74
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Equipment Failure,3.78
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,3,Congestion,2.25
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,1.79
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Equipment Failure,7.06
PORT_SHANGHAI,PORT_LA,10500,Sea,14,3,Severe Weather,21.98
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Severe Weather,0.97
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Port Strike,8.03
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,2,Port Strike,7.75
PORT_SHANGHAI,PORT_LA,10500,Sea,14,1,Equipment Failure,18.85
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Congestion,14.68
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Port Strike,3.61
PORT_SHANGHAI,PORT_LA,10500,Sea,14,3,Equipment Failure,22.25
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Severe Weather,12.49
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Piracy Threat,13.13
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Port Strike,4.21
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,8,Port Strike,17.21
PORT_LA,WH_CHICAGO,2800,Rail,4,4,Severe Weather,7.5
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Equipment Failure,5.95
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.32
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Severe Weather,39.78
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Equipment Failure,24.77
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,6,Piracy Threat,8.87
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Severe Weather,2.75
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Port Strike,7.71
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Equipment Failure,13.91
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.92
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Severe Weather,4.14
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Congestion,9.56
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Port Strike,1.88
WH_CHICAGO,WH_NY,1140,Road,2,9,Port Strike,5.16
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,2,Equipment Failure,13.51
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Port Strike,13.29
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Piracy Threat,7.75
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,7.9
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Severe Weather,17.49
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Port Strike,13.68
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,7.04
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Congestion,14.45
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,6.26
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,4,Piracy Threat,20.94
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Port Strike,26.71
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Port Strike,9.72
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,13.12
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,6.17
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,7.57
WH_CHICAGO,WH_NY,1140,Road,2,5,Equipment Failure,3.91
WH_CHICAGO,WH_NY,1140,Road,2,3,Severe Weather,3.64
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.29
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,10,Severe Weather,18.23
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,10.33
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Equipment Failure,56.99
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Equipment Failure,2.45
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Port Strike,20.35
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,1,Port Strike,2.11
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,21.5
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Equipment Failure,4.08
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Piracy Threat,1.37
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,1,Piracy Threat,7.29
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,7,Equipment Failure,2.96
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Severe Weather,6.2
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,8,Congestion,11.82
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Piracy Threat,13.4
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Congestion,1.73
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,2,Congestion,2.12
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,5,Equipment Failure,12.95
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Piracy Threat,1.42
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,7,Port Strike,11.24
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Severe Weather,10.7
PORT_SHANGHAI,PORT_LA,10500,Sea,14,5,Severe Weather,28.69
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,5,Congestion,3.44
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Equipment Failure,22.41
WH_CHICAGO,WH_NY,1140,Road,2,8,Congestion,5.13
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Port Strike,9.83
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Port Strike,4.15
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Port Strike,15.79
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.51
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Port Strike,24.51
PORT_LA,WH_CHICAGO,2800,Rail,4,7,Equipment Failure,8.07
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Port Strike,8.72
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Equipment Failure,2.32
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,8,Congestion,42.46
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,8,Severe Weather,25.11
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Piracy Threat,16.57
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,8,Congestion,28.38
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Port Strike,7.56
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Equipment Failure,28.51
PORT_LA,WH_CHICAGO,2800,Rail,4,4,Port Strike,6.11
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Port Strike,40.31
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Port Strike,27.18
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,6.27
WH_CHICAGO,WH_NY,1140,Road,2,1,Piracy Threat,2.18
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,4,Piracy Threat,3.76
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Severe Weather,2.16
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.12
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,17.28
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,9,Severe Weather,2.3
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Congestion,7.13
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Piracy Threat,11.19
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,6,Port Strike,10.05
PORT_SHANGHAI,PORT_LA,10500,Sea,14,1,Severe Weather,15.14
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Piracy Threat,11.75
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,0.92
PORT_SHANGHAI,PORT_LA,10500,Sea,14,1,Severe Weather,18.59
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,2,Port Strike,16.99
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.51
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,5,Piracy Threat,9.98
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Piracy Threat,9.49
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Equipment Failure,6.53
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,5,Congestion,9.75
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Piracy Threat,12.81
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Equipment Failure,56.39
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,2,Piracy Threat,9.63
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Port Strike,40.98
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,2,Severe Weather,2.3
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.44
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Piracy Threat,3.16
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.14
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,8,Port Strike,13.64
WH_CHICAGO,WH_NY,1140,Road,2,8,Port Strike,4.63
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Congestion,10.84
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Congestion,10.92
WH_CHICAGO,WH_NY,1140,Road,2,7,Severe Weather,3.71
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,7,Piracy Threat,2.68
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,1,Equipment Failure,2.22
PORT_SHANGHAI,PORT_LA,10500,Sea,14,2,Port Strike,22.44
WH_CHICAGO,WH_NY,1140,Road,2,5,Severe Weather,3.42
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,5,Equipment Failure,11.92
PORT_LA,WH_CHICAGO,2800,Rail,4,4,Congestion,5.99
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,4.15
WH_CHICAGO,WH_NY,1140,Road,2,9,Port Strike,5.05
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,2,Piracy Threat,8.89
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,2,Severe Weather,17.93
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.2
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Piracy Threat,2.18
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Piracy Threat,2.91
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Port Strike,30.26
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Piracy Threat,5.02
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,7.7
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,4,Severe Weather,20.82
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,1.9
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Equipment Failure,28.88
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Severe Weather,64.94
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Severe Weather,46.75
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Piracy Threat,12.22
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,2,Piracy Threat,9.64
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,6.42
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,1.88
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,7.36
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,9,Port Strike,4.7
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Severe Weather,5.96
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Congestion,10.07
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Piracy Threat,11.98
WH_CHICAGO,WH_NY,1140,Road,2,3,Equipment Failure,2.78
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,4.78
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Equipment Failure,29.16
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,9,Port Strike,4.76
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Congestion,3.83
PORT_SHANGHAI,PORT_LA,10500,Sea,14,2,Piracy Threat,16.59
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,1,Congestion,7.74
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Severe Weather,3.79
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Equipment Failure,34.08
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,5,Equipment Failure,11.71
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Congestion,5.43
PORT_LA,WH_CHICAGO,2800,Rail,4,2,Equipment Failure,5.02
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Severe Weather,1.21
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Severe Weather,3.38
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Equipment Failure,6.38
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Severe Weather,4.78
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Piracy Threat,10.01
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,6,Equipment Failure,46.17
WH_CHICAGO,WH_NY,1140,Road,2,8,Piracy Threat,5.14
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Port Strike,10.22
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Severe Weather,23.98
WH_CHICAGO,WH_NY,1140,Road,2,2,Severe Weather,2.82
PORT_LA,WH_CHICAGO,2800,Rail,4,4,Equipment Failure,5.78
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Piracy Threat,3.39
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,10,Congestion,15.96
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,5,Severe Weather,12.06
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Congestion,8.68
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Severe Weather,3.31
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,1,Port Strike,8.24
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Congestion,0.98
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,2,Congestion,20.22
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Congestion,12.9
WH_CHICAGO,WH_NY,1140,Road,2,10,Equipment Failure,5.92
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Congestion,3.45
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,2,Severe Weather,20.75
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,8,Port Strike,12.44
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,1.82
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,13.46
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Congestion,22.34
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Severe Weather,4.84
WH_CHICAGO,WH_NY,1140,Road,2,5,Congestion,3.54
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Severe Weather,29.92
PORT_SHANGHAI,PORT_LA,10500,Sea,14,2,Piracy Threat,19.46
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,3,Equipment Failure,3.71
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Congestion,36.29
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,7.0
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,1,Congestion,2.18
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,6,Port Strike,32.17
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Equipment Failure,6.2
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,4.38
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Port Strike,2.01
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,10,Severe Weather,13.98
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,3.85
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,5,Congestion,14.53
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,1.91
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Congestion,9.19
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Severe Weather,17.18
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Piracy Threat,2.83
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,4,Equipment Failure,26.54
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Congestion,7.39
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Severe Weather,8.63
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,5,Port Strike,34.47
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,5,Piracy Threat,4.21
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,1,Congestion,16.27
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Piracy Threat,38.15
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.3
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Piracy Threat,39.68
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.44
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Piracy Threat,28.48
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Severe Weather,1.31
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Severe Weather,7.47
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Congestion,9.07
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,6,Equipment Failure,11.25
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,4,Congestion,16.03
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,5,Equipment Failure,10.41
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Port Strike,12.2
WH_CHICAGO,WH_NY,1140,Road,2,3,Equipment Failure,3.4
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Equipment Failure,3.9
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,8,Port Strike,37.25
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Piracy Threat,12.03
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.17
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Port Strike,3.77
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,7.23
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Severe Weather,3.19
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Equipment Failure,5.5
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Port Strike,2.01
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Congestion,24.06
PORT_SHANGHAI,PORT_LA,10500,Sea,14,1,Severe Weather,14.64
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Port Strike,31.12
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,10,Severe Weather,35.04
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,2,Equipment Failure,2.63
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Severe Weather,2.15
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,5.61
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Congestion,4.75
WH_CHICAGO,WH_NY,1140,Road,2,7,Congestion,3.94
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Piracy Threat,8.53
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Equipment Failure,6.81
WH_CHICAGO,WH_NY,1140,Road,2,3,Port Strike,3.22
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Severe Weather,29.29
WH_CHICAGO,WH_NY,1140,Road,2,10,Piracy Threat,6.23
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Piracy Threat,18.11
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.18
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Equipment Failure,8.43
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Severe Weather,7.03
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,1,Port Strike,1.46
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Piracy Threat,2.97
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,2,Congestion,23.87
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,6,Port Strike,14.87
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Congestion,8.33
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,8,Piracy Threat,5.13
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Congestion,1.41
PORT_SHANGHAI,PORT_LA,10500,Sea,14,9,Severe Weather,36.99
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Port Strike,66.48
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,8.29
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Congestion,3.67
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,7,Congestion,34.6
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,19.14
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,8,Severe Weather,2.6
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,9,Congestion,45.96
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Piracy Threat,2.11
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,6,Port Strike,15.86
WH_CHICAGO,WH_NY,1140,Road,2,1,Equipment Failure,2.2
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,9,Congestion,34.63
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Severe Weather,2.89
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,2,Piracy Threat,7.66
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Port Strike,10.02
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,5,Piracy Threat,38.67
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,6,Port Strike,11.95
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Port Strike,9.35
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Piracy Threat,14.5
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,1,Congestion,2.06
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Equipment Failure,2.93
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Port Strike,15.21
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Port Strike,5.08
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,9,Severe Weather,5.04
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Equipment Failure,23.04
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,10,Equipment Failure,6.52
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Equipment Failure,14.01
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,13.76
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,6,Piracy Threat,10.54
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Equipment Failure,5.48
WH_CHICAGO,WH_NY,1140,Road,2,6,Equipment Failure,4.22
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Piracy Threat,7.26
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Piracy Threat,31.17
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Severe Weather,2.07
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Congestion,10.68
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,1,Severe Weather,8.31
WH_CHICAGO,WH_NY,1140,Road,2,4,Severe Weather,3.81
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.21
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Piracy Threat,18.78
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Severe Weather,9.09
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,5.98
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Severe Weather,32.33
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Piracy Threat,2.97
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Severe Weather,13.4
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,4,Equipment Failure,27.25
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,4,Piracy Threat,22.87
